Model,mean_fit_time (s),std_fit_time (s),mean_score_time (s),std_score_time (s),param_criterion,param_max_features,param_n_estimators,params,split0_val_accuracy,split1_val_accuracy,split2_val_accuracy,split3_val_accuracy,split4_val_accuracy,split5_val_accuracy,split6_val_accuracy,split7_val_accuracy,split8_val_accuracy,split9_val_accuracy,mean_val_accuracy,std_val_accuracy,rank_val_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_val_kappa,split1_val_kappa,split2_val_kappa,split3_val_kappa,split4_val_kappa,split5_val_kappa,split6_val_kappa,split7_val_kappa,split8_val_kappa,split9_val_kappa,mean_val_kappa,std_val_kappa,rank_val_kappa,split0_train_kappa,split1_train_kappa,split2_train_kappa,split3_train_kappa,split4_train_kappa,split5_train_kappa,split6_train_kappa,split7_train_kappa,split8_train_kappa,split9_train_kappa,mean_train_kappa,std_train_kappa,mean train - cross_val accuracy,mean train - cross_val kappa,
RandomForestClassifier,21.87197375,4.506391933,4.740419126,1.418755085,gini,5,0.7,30,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 0.7, 'n_estimators': 30}",0.043646945,0.045831302,0.064737616,0.052605703,0.056296296,0.049131514,0.061469265,0.043699187,0.051759834,0.042541436,0.051261474,0.007338361,48,0.051692308,0.050710053,0.067046597,0.055968273,0.058061635,0.051333557,0.063893845,0.049529746,0.05665093,0.048987698,0.055387464,0.005870393,0.040933173,0.043102053,0.062090277,0.049894203,0.05359692,0.046748282,0.059148389,0.041239299,0.049327007,0.039908592,0.048687071,0.007366969,48,0.048918294,0.047926433,0.064362197,0.053417513,0.055329989,0.048716374,0.061380323,0.046902812,0.0542928,0.046400721,0.052764746,0.005895146,0.00412599,0.004077674
RandomForestClassifier,55.62296567,6.165222762,16.25340669,5.363711873,gini,5,0.7,100,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 0.7, 'n_estimators': 100}",0.048011639,0.055095076,0.078469838,0.068829892,0.064197531,0.060049628,0.062968516,0.051321138,0.052795031,0.061878453,0.060390229,0.008688517,43,0.061034965,0.065582019,0.075650911,0.070490979,0.065096025,0.063943756,0.066068243,0.059101786,0.064148848,0.07133006,0.066244759,0.00471177,0.045314306,0.052425532,0.075897256,0.066208739,0.061542559,0.057666306,0.060609718,0.04885525,0.050308232,0.059295327,0.057839918,0.008692442,43,0.058294494,0.06289119,0.073202686,0.068014093,0.062599242,0.061362971,0.063520775,0.05651079,0.061759518,0.068823848,0.063697961,0.004766504,0.00585453,0.005858042
RandomForestClassifier,10.44748414,3.913753118,1.867931032,0.658920118,gini,5,0.9,10,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 10}",0.033947624,0.035592394,0.042667974,0.042281219,0.040987654,0.04516129,0.03948026,0.039126016,0.036749482,0.038674033,0.039474344,0.003293506,53,0.041062937,0.046572738,0.04542407,0.041836564,0.04265297,0.04558643,0.041871097,0.041961155,0.042432658,0.041209246,0.043060987,0.001907918,0.031161541,0.032822099,0.039887994,0.039478702,0.038188035,0.042363543,0.037033161,0.036238732,0.034221854,0.036002523,0.036745759,0.003268454,53,0.038434633,0.043849049,0.042588634,0.03897699,0.04003922,0.042759149,0.039201467,0.039126793,0.039771001,0.038565991,0.040331293,0.00187187,0.003586642,0.003585534
RandomForestClassifier,29.02099934,3.678943964,3.973573065,0.799508049,gini,5,0.9,30,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 30}",0.050436469,0.036567528,0.050024522,0.046705998,0.049382716,0.049131514,0.052973513,0.06199187,0.043995859,0.051381215,0.049204996,0.006157961,50,0.063160839,0.042882702,0.050899542,0.048818634,0.052646271,0.055071979,0.051962533,0.063832155,0.050097195,0.059855464,0.053922731,0.006302679,0.04775005,0.033776077,0.047276475,0.043963244,0.046644678,0.046729452,0.050596448,0.059602892,0.041489563,0.048764818,0.046603439,0.006249928,51,0.060418799,0.040044452,0.048302387,0.046024136,0.050096967,0.052470381,0.049361671,0.061280735,0.047460903,0.057288767,0.05127492,0.00635175,0.004717736,0.004671481
RandomForestClassifier,68.29478595,6.151488268,14.82325747,3.73322559,gini,5,0.9,100,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 0.9, 'n_estimators': 100}",0.053346266,0.055095076,0.06424718,0.061946903,0.055802469,0.062034739,0.056971514,0.057418699,0.058488613,0.055801105,0.058133119,0.003377636,44,0.063608392,0.065302471,0.066152643,0.064849467,0.054711925,0.063608972,0.059768064,0.063108687,0.064204388,0.061896618,0.062721163,0.003169258,0.050669645,0.052418981,0.061571289,0.0592781,0.053067869,0.059670846,0.054595016,0.054997282,0.056073556,0.053247031,0.055574929,0.003401324,44,0.060875051,0.062595814,0.063422588,0.062335829,0.052144314,0.06104074,0.05719866,0.060543733,0.061656457,0.059379773,0.060119296,0.00314004,0.004588043,0.004544367
RandomForestClassifier,0.788264346,0.075277752,0.965101767,0.101792075,gini,6,sqrt,10,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 10}",0.081474297,0.085324232,0.097106425,0.096853491,0.095308642,0.100248139,0.113943028,0.094004065,0.108178054,0.09281768,0.09645383,0.009132937,23,0.112503497,0.109862462,0.106939323,0.105010333,0.103059402,0.103950452,0.113124442,0.105069843,0.117911691,0.102057704,0.107948915,0.004929441,0.07908138,0.082870618,0.094831922,0.094526092,0.093458695,0.098181846,0.111682968,0.091824504,0.106156706,0.090528246,0.094241421,0.009212225,23,0.110315919,0.107447384,0.104771719,0.102822913,0.101197132,0.1017351,0.110831189,0.102771845,0.11579404,0.099794614,0.105748186,0.004910589,0.011495085,0.011506765
RandomForestClassifier,3.695440531,1.091218779,6.50169065,1.418815772,gini,6,sqrt,30,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 30}",0.118331717,0.128717699,0.144678764,0.161258604,0.137283951,0.156823821,0.155422289,0.160060976,0.167701863,0.164088398,0.149069569,0.015739726,11,0.172363636,0.182936375,0.186277796,0.170976931,0.160171952,0.174757282,0.166146298,0.175134955,0.180616495,0.173111932,0.174249365,0.007356098,0.116342583,0.126600745,0.142562766,0.159254669,0.135198409,0.154937104,0.153561139,0.158227257,0.165836259,0.162222636,0.147104718,0.015812568,11,0.170487347,0.18107988,0.184373709,0.169104651,0.158228503,0.17278308,0.164188398,0.173234332,0.178683257,0.171241362,0.172340452,0.007369657,0.025179796,0.025235734
RandomForestClassifier,9.090937042,2.465380967,17.46591344,2.960198755,gini,6,sqrt,100,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",0.164888458,0.178449537,0.211868563,0.230580138,0.205925926,0.229776675,0.213893053,0.226626016,0.222567288,0.23038674,0.211064854,0.02187177,6,0.242461538,0.259141228,0.272265058,0.252415796,0.242295668,0.266543913,0.239518287,0.23896711,0.238489309,0.26055056,0.251264847,0.011976727,0.162929775,0.176504635,0.21004374,0.228779012,0.204048349,0.228198371,0.212235877,0.224936015,0.220902485,0.228763096,0.209299714,0.021980207,6,0.240789608,0.2575199,0.270688219,0.250757859,0.240605633,0.264954862,0.237824681,0.237220907,0.236790049,0.258963916,0.249611563,0.012028085,0.040199992,0.04031185
RandomForestClassifier,1.178784442,0.321283919,2.393968058,0.505913009,gini,6,log2,10,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 10}",0.083414161,0.105314481,0.117214321,0.11553589,0.089876543,0.119602978,0.113443278,0.125,0.124741201,0.130939227,0.112153283,0.014624899,18,0.109874126,0.147210108,0.135489999,0.134893593,0.106911568,0.117453409,0.122491079,0.133897268,0.124465426,0.140674133,0.127336071,0.012613464,0.081115569,0.103368647,0.115251391,0.113571981,0.087699146,0.117666297,0.111595246,0.123042992,0.12286079,0.129159587,0.110174918,0.014756725,18,0.107719159,0.145442557,0.133669655,0.133035886,0.104866052,0.115366549,0.120552964,0.131912626,0.122568756,0.138833633,0.125396784,0.012718922,0.015182788,0.015221866
RandomForestClassifier,2.382170916,0.724823265,6.222192049,1.669652279,gini,6,log2,30,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 30}",0.148884578,0.168698196,0.161353605,0.185349066,0.18617284,0.196029777,0.207396302,0.18597561,0.201345756,0.208287293,0.184481116,0.018898813,8,0.231048951,0.244716538,0.215163705,0.237725521,0.219405985,0.210746568,0.229315343,0.200678947,0.20422105,0.214762509,0.220778512,0.013736716,0.147067114,0.166942212,0.159552033,0.183653489,0.184509094,0.194419499,0.205861179,0.184371951,0.199771078,0.206737136,0.182817827,0.018993914,8,0.229464088,0.243223075,0.213524773,0.236216273,0.217848924,0.209116003,0.227756338,0.199034741,0.202581427,0.213203086,0.219196873,0.013783041,0.036297396,0.036379046
